Date,Close,Volume
2022-04-06,102.31391127762888,191080
2022-04-07,95.46350817808379,497701
2022-04-08,100.2597269789807,450836
2022-04-11,103.64545281088769,288597
2022-04-12,100.64491455378705,266123
2022-04-13,105.6970034227165,481121
2022-04-14,93.82587089823174,165323
2022-04-15,102.01170820588774,242398
2022-04-18,96.57594954529843,319724
2022-04-19,95.64601425409059,441778
2022-04-20,97.10575167617792,147449
2022-04-21,98.44223733936313,452781
2022-04-22,100.28082671114873,214910
2022-04-25,94.17425079608321,136444
2022-04-26,104.50413243477094,415628
2022-04-27,102.3283121986523,175881
2022-04-28,92.31878156861389,242549
2022-04-29,107.441260968978,211204
2022-05-02,109.47944588015292,316624
2022-05-03,105.89389785579826,257224
2022-05-04,99.10037582093824,435006
2022-05-05,94.64623689244729,107557
2022-05-06,105.27225863465569,211551
2022-05-09,97.98411526513411,308357
2022-05-10,106.11222535191214,406213
2022-05-11,101.0413748903843,443665
2022-05-12,104.88319518241856,243455
2022-05-13,101.781831985872,278528
2022-05-16,103.53286584095974,266384
2022-05-17,100.0525001036041,303040
2022-05-18,108.92935246952918,394974
2022-05-19,100.6345604635181,421932
2022-05-20,102.00994681722351,181728
2022-05-23,109.41575348528127,326717
2022-05-24,93.26120469428777,335866
2022-05-25,93.64757500757133,298631
2022-05-26,104.84698354079006,223283
2022-05-27,94.1343829744292,380965
2022-05-30,109.71810592824646,397764
2022-05-31,97.93190509620126,280351
2022-06-01,96.26272594279621,199812
2022-06-02,109.61471013240192,339365
2022-06-03,107.40257395717212,115708
2022-06-06,109.33779480213285,348268
2022-06-07,104.53022329137693,322291
2022-06-08,95.69387157472649,341548
2022-06-09,109.55032476549516,265862
2022-06-10,98.6599831452431,125735
2022-06-13,104.01228197898197,493808
2022-06-14,104.73625983886873,450621
2022-06-15,99.22494953454583,251255
2022-06-16,103.07039685173041,459119
2022-06-17,104.61103335783264,165276
2022-06-20,101.88212765577815,399581
2022-06-21,94.50299604707902,479203
2022-06-22,101.49119087103028,242480
2022-06-23,106.63192948343516,372240
2022-06-24,96.52716070134318,142441
2022-06-27,99.25182729836165,206068
2022-06-28,97.82423224139181,132884
2022-06-29,109.24631864239672,140703
2022-06-30,103.36147378506217,199128
2022-07-01,102.03730918120556,483928
2022-07-04,96.15041962777342,450768
2022-07-05,102.69624595645908,421397
2022-07-06,96.62833669671312,267433
2022-07-07,100.15915279137175,388847
2022-07-08,96.82076960810559,223622
2022-07-11,103.3821664747325,418670
2022-07-12,102.88295408307471,256065
2022-07-13,98.95850622211003,127536
2022-07-14,101.98003356330823,266116
2022-07-15,94.53469245634747,429543
2022-07-18,92.54371203647197,418782
2022-07-19,102.19695850632269,356366
2022-07-20,100.83336747686265,435879
2022-07-21,103.17515718446053,270493
2022-07-22,111.91572387431971,403894
2022-07-25,104.72239743495207,323390
2022-07-26,95.4358888727792,462064
2022-07-27,105.58508144047926,420667
2022-07-28,93.42046294744239,378063
2022-07-29,97.69207697592645,415887
2022-08-01,99.65879197337685,133394
2022-08-02,108.56671360824683,245931
2022-08-03,96.2762258897578,286327
2022-08-04,95.86780730670493,351726
2022-08-05,99.50773737787284,177799
2022-08-08,96.68260856818947,256446
2022-08-09,105.63317961053254,167674
2022-08-10,94.60034245818288,393154
2022-08-11,94.26265673794448,323057
2022-08-12,97.81089977627784,139789
2022-08-15,97.50983774653848,345563
2022-08-16,109.64766026908492,112912
2022-08-17,104.7471040346288,137285
2022-08-18,100.43775620692595,260836
2022-08-19,93.87282240584916,305237
2022-08-22,104.22181488200773,127661
2022-08-23,94.99892326305218,155397
2022-08-24,92.27614451611194,391603
2022-08-25,105.94014896176151,230923
2022-08-26,101.58471305962425,406440
2022-08-29,104.6042941189041,369152
2022-08-30,101.59363826471511,249201
2022-08-31,104.28415305951346,129893
2022-09-01,96.74487203349926,304900
2022-09-02,94.82878579107768,330141
2022-09-05,103.40797259140814,318269
2022-09-06,95.98295167913079,301605
2022-09-07,96.55225111124899,284550
2022-09-08,97.72233748241328,407704
2022-09-09,100.08739579512529,302664
2022-09-12,98.23003044373257,185022
2022-09-13,93.1252435329099,376735
2022-09-14,96.78190798583555,123059
2022-09-15,88.88298423887787,142756
2022-09-16,103.12615725513594,219444
2022-09-19,91.98971172196626,132891
2022-09-20,94.47808330285775,270300
2022-09-21,100.26082539630487,422277
2022-09-22,96.30218501804343,195482
2022-09-23,107.71507297703369,249085
2022-09-26,93.53571545138276,129353
2022-09-27,101.33525434674591,171208
2022-09-28,99.80358590886252,159580
2022-09-29,94.15953251129402,109425
2022-09-30,102.61638330265878,260435
2022-10-03,99.14226834388876,134088
2022-10-04,103.85895275606833,474843
2022-10-05,104.11752076981865,462986
2022-10-06,110.81617974640345,371838
2022-10-07,106.68263974718197,343937
2022-10-10,98.15409081028778,271614
2022-10-11,98.80310411212037,484238
2022-10-12,105.49829797943556,144709
2022-10-13,103.27631865361299,153630
2022-10-14,103.20065763048797,470904
2022-10-17,91.91521977844583,197552
2022-10-18,99.87836937800532,156487
2022-10-19,96.30984545397156,140605
2022-10-20,101.39962299521619,288924
2022-10-21,99.5092480517852,381665
2022-10-24,104.55089454046296,226152
2022-10-25,101.58609107595652,199415
2022-10-26,103.93163981054488,202181
2022-10-27,97.66790451632029,252943
2022-10-28,95.27776872040874,454751
2022-10-31,97.94975153398725,127034
2022-11-01,99.9148979306928,153977
2022-11-02,101.8957586777754,310265
2022-11-03,111.29654475345426,213798
2022-11-04,99.78871424169678,150679
2022-11-07,95.22027499753611,159855
2022-11-08,98.27009112150307,453381
2022-11-09,97.68202012676953,445385
2022-11-10,102.40740736886731,290353
2022-11-11,92.29601492777688,231024
2022-11-14,100.31630997100166,136720
2022-11-15,100.78253268982688,201419
2022-11-16,101.16090518100138,152677
2022-11-17,97.01341965517318,481302
2022-11-18,98.81039135131996,102963
2022-11-21,92.87969545508734,319887
2022-11-22,97.53340058318904,146870
2022-11-23,97.28569261991642,291853
2022-11-24,102.08025023130713,402987
2022-11-25,94.21908784089044,229547
2022-11-28,103.90599050854996,386599
2022-11-29,107.47242272245684,257815
2022-11-30,89.65007487493233,125136
2022-12-01,102.13129365389051,176999
2022-12-02,103.38454017515123,276367
2022-12-05,96.81281487223886,184662
2022-12-06,98.01364092835601,219392
2022-12-07,99.33559711206522,432132
2022-12-08,98.51104560299136,191986
2022-12-09,98.45493515476439,303351
2022-12-12,91.61998096835012,470069
2022-12-13,105.7616578239156,201670
2022-12-14,105.3980929601841,434758
2022-12-15,95.93317870397898,108804
2022-12-16,92.66787836098743,186465
2022-12-19,102.60532438226379,486677
2022-12-20,97.12106015093467,198875
2022-12-21,100.7097658166039,281125
2022-12-22,98.40335791427452,216997
2022-12-23,103.45769375535093,122616
2022-12-26,103.47374571828003,443985
2022-12-27,96.37201310768208,400751
2022-12-28,93.08318022302473,459764
2022-12-29,92.08530801332459,371625
2022-12-30,103.05189689553603,271140
2023-01-02,94.05570371107986,295505
2023-01-03,97.46591822850657,175358
2023-01-04,97.01842980774745,218146
2023-01-05,99.73716351865227,484851
2023-01-06,90.31860097076746,101291
2023-01-09,100.94389298396915,397444
2023-01-10,102.61945511917102,125754
2023-01-11,100.44211043522331,374374
2023-01-12,98.44556914150765,150863
2023-01-13,100.48700083134392,130306
2023-01-16,101.99523172820065,243252
2023-01-17,86.13703621786675,236874
2023-01-18,109.77956154125347,239130
2023-01-19,101.95046661343963,379697
2023-01-20,96.7379570880649,382585
2023-01-23,98.045233124062,193428
2023-01-24,102.46870888674594,139381
2023-01-25,99.41948030482817,214871
2023-01-26,89.84657766109252,312580
2023-01-27,110.3224643067966,104207
2023-01-30,99.44729671383763,210562
2023-01-31,105.100863558579,181776
2023-02-01,96.53975076107804,318123
2023-02-02,107.68188527122899,277689
2023-02-03,101.4317184444614,203521
2023-02-06,103.04421917237725,348109
2023-02-07,94.77373316926523,348582
2023-02-08,106.05572644841351,114937
2023-02-09,103.44909082267394,374264
2023-02-10,106.50923114782499,127117
2023-02-13,96.8595622017921,299206
2023-02-14,97.59486440769606,207536
2023-02-15,111.51958348841971,357754
2023-02-16,94.69992088639226,285091
2023-02-17,99.32025149660839,331258
2023-02-20,105.68445681301347,407630
2023-02-21,100.48862483857428,107802
2023-02-22,102.91476839876647,285757
2023-02-23,98.00275485368563,220185
2023-02-24,101.8502794392376,497255
2023-02-27,93.46736574132342,221615
2023-02-28,108.29065339809094,188910
2023-03-01,99.40917977435716,253780
2023-03-02,96.59910898001574,121863
2023-03-03,103.33191541015957,214550
2023-03-06,97.69640106305724,439302
2023-03-07,93.32870764298623,166297
2023-03-08,93.26641247101222,120381
2023-03-09,103.46886576345067,465239
2023-03-10,99.20213280926866,395537
2023-03-13,99.33149220165781,337963
2023-03-14,105.38871902988132,159843
2023-03-15,94.36587095621628,335213
2023-03-16,96.34661123567588,136151
2023-03-17,98.07560095409362,165112
2023-03-20,100.47175794658537,102555
2023-03-21,99.7891427435471,443292
2023-03-22,98.56556403805047,415896
2023-03-23,99.69186798952177,458212
2023-03-24,99.46347361854413,291605
2023-03-27,96.40197805724104,114707
2023-03-28,95.93503505722961,394358
2023-03-29,101.3725817886197,301913
2023-03-30,95.54542458502236,467206
2023-03-31,94.21322370404573,113195
2023-04-03,98.43853874437153,476526
2023-04-04,99.21166491918092,304370
2023-04-05,111.28361748649104,267148
2023-04-06,96.47649862071883,456355
2023-04-07,104.71630362484747,198469
2023-04-10,103.73594167102316,265255
2023-04-11,94.05527522398133,282045
2023-04-12,103.866264887013,207598
2023-04-13,94.08059679903342,477355
2023-04-14,86.7041388100163,328112
2023-04-17,103.0315976217969,107228
2023-04-18,91.22054708281141,422171
2023-04-19,102.25467230902957,146783
2023-04-20,96.57994551131392,330075
2023-04-21,108.29775398094937,376370
2023-04-24,105.34254699658004,177493
2023-04-25,97.73307098074307,375740
2023-04-26,96.56081194485658,358901
2023-04-27,93.9296129845294,308600
2023-04-28,97.79538683853704,261353
2023-05-01,98.59822252407746,148008
2023-05-02,98.17653227804158,255602
2023-05-03,100.78351927636182,103467
2023-05-04,102.89260748864439,372860
2023-05-05,101.74827228496586,253973
2023-05-08,96.17928038046779,343635
2023-05-09,92.8110426309921,422385
2023-05-10,106.82265924051235,493347
2023-05-11,96.55275407725031,293642
2023-05-12,96.73853200032491,159864
2023-05-15,97.39405343849444,477045
2023-05-16,90.78465224921676,194010
2023-05-17,97.61012997979756,363758
2023-05-18,97.60172092996027,266767
2023-05-19,103.10179149171756,137708
2023-05-22,103.49228574553668,428971
2023-05-23,100.01885444543134,490923
2023-05-24,104.65924187057152,289274
2023-05-25,101.6998249190063,104845
2023-05-26,99.92158944198722,121922
2023-05-29,100.80464084149112,491041
2023-05-30,99.046732532093,283294
2023-05-31,98.02575242983275,477488
